slug,name,thickness_pct,camber_pct,concave,max_gap_pct,gap_x
sc20403-il,NASA SC(2)-0403 AIRFOIL,3.00,0.39,YES,0.60,0.880
sc20404-il,NASA SC(2)-0404 AIRFOIL,4.01,0.47,YES,0.71,0.850
sc20406-il,NASA SC(2)-0406 AIRFOIL,6.02,0.35,YES,0.66,0.870
sc20410-il,NASA SC(2)-0410 AIRFOIL,9.97,1.18,YES,1.52,0.870
sc20412-il,NASA SC(2)-0412 AIRFOIL,12.00,1.34,YES,1.77,0.870
sc20414-il,NASA SC(2)-0414 AIRFOIL,14.00,1.52,YES,2.02,0.860
sc20503-il,NASA SC(2)-0503 AIRFOIL,3.01,0.71,YES,0.73,0.850
sc20518-il,NASA SC(2)-0518 AIRFOIL,17.98,1.48,YES,2.42,0.870
sc20606-il,NASA SC(2)-0606 AIRFOIL,6.00,1.19,YES,1.24,0.870
sc20610-il,NASA SC(2)-0610 AIRFOIL,9.98,1.02,YES,1.96,0.860
sc20612-il,NASA SC(2)-0612 AIRFOIL,12.00,1.13,YES,2.17,0.860
sc20614-il,NASA SC(2)-0614 AIRFOIL,13.99,1.25,YES,2.38,0.850
sc20706-il,NASA SC(2)-0706 AIRFOIL,6.00,1.57,YES,1.51,0.860
sc20710-il,NASA SC(2)-0710 AIRFOIL,9.98,1.44,YES,2.21,0.860
sc20712-il,NASA SC(2)-0712 AIRFOIL,11.99,1.47,YES,2.40,0.850
sc20714-il,NASA SC(2)-0714 AIRFOIL,13.96,1.49,YES,2.81,0.850
sc21006-il,NASA SC(2)-1006 AIRFOIL,6.00,4.62,YES,2.01,0.830
sc21010-il,NASA SC(2)-1010 AIRFOIL,10.00,4.50,YES,2.22,0.850
a63a108c-il,NASA/AMES 63A108 MOD C AIRFOIL,7.74,0.55,no,0.07,0.800
ames01-il,NASA/AMES A-01 AIRFOIL,10.27,1.41,no,0.00,0.990
ames02-il,NASA/AMES A-02 AIRFOIL,7.74,0.55,no,0.07,0.800
ames03-il,NASA/AMES A-03 AIRFOIL,10.00,1.21,no,0.15,0.925
n64012-il,NASA/LANGLEY 64-012 AIRFOIL,11.96,0.00,YES,0.35,0.900
ls013-il,NASA/LANGLEY LS(1)-0013 AIRFOIL,12.86,0.00,YES,0.43,0.900
ls413-il,NASA/LANGLEY LS(1)-0413 (GA(W)-2) AIRFOIL,12.93,2.14,YES,1.40,0.850
ls413mod-il,NASA/LANGLEY LS(1)-0413MOD AIRFOIL,13.02,1.99,YES,1.36,0.875
ls417-il,NASA/LANGLEY LS(1)-0417 (GA(W)-1) AIRFOIL,16.98,2.17,YES,1.58,0.875
ls417mod-il,NASA/LANGLEY LS(1)-0417MOD AIRFOIL,17.00,2.33,YES,1.58,0.874
ls421-il,NASA/LANGLEY LS(1)-0421 AIRFOIL,20.89,2.14,YES,1.60,0.875
ls421mod-il,NASA/LANGLEY LS(1)-0421MOD AIRFOIL,20.96,2.08,YES,1.83,0.875
ms313-il,NASA/LANGLEY MS(1)-0313 AIRFOIL,13.14,1.58,YES,1.15,0.875
ms317-il,NASA/LANGLEY MS(1)-0317 AIRFOIL,17.01,1.51,YES,1.42,0.875
nlf414f-il,NASA/LANGLEY NLF 0414F AIRFOIL,14.17,2.41,YES,1.12,0.832
nlf0215f-il,NASA/LANGLEY NLF(1)-0215F AIRFOIL,14.97,3.96,YES,2.09,0.862
nlf416-il,NASA/LANGLEY NLF(1)-0416 AIRFOIL,15.94,2.46,YES,2.01,0.820
nlf415-il,NASA/LANGLEY NLF(2)-0415 AIRFOIL,15.01,2.96,YES,1.48,0.826
rc08b3-il,NASA/LANGLEY RC-08(B)3 AIRFOIL,8.00,1.10,no,0.01,0.341
rc08n1-il,NASA/LANGLEY RC-08(N)1 AIRFOIL,8.02,1.56,no,0.03,0.699
rc10b3-il,NASA/LANGLEY RC-10(B)3 AIRFOIL,9.97,1.71,no,0.00,0.000
rc10n1-il,NASA/LANGLEY RC-10(N)1 AIRFOIL,10.01,1.49,no,0.03,0.699
rc12b3-il,NASA/LANGLEY RC-12(B)3 AIRFOIL,12.00,2.22,no,0.00,1.000
rc12n1-il,NASA/LANGLEY RC-12(N)1 AIRFOIL,12.02,1.38,no,0.03,0.698
rcsc2-il,NASA/LANGLEY RC-SC2 AIRFOIL,9.97,0.60,no,0.00,0.000
rc0864c-il,NASA/LANGLEY RC08-64C AIRFOIL,8.00,1.00,no,0.00,1.000
rc1064c-il,NASA/LANGLEY RC10-64C AIRFOIL,10.00,1.00,no,0.19,0.201
rc1264c-il,NASA/LANGLEY RC12-64C AIRFOIL,12.00,1.00,no,0.00,0.000
nlf0115-il,NLF(1)-0115,14.96,1.84,YES,0.70,0.838
nlr1t-il,NLR-1T AIRFOIL,8.70,1.26,no,0.00,1.000
nl722343-il,NLR-7223-43 AIRFOIL,8.61,1.35,YES,0.82,0.799
nl722362-il,NLR-7223-62 AIRFOIL,8.61,1.25,no,0.06,0.987
nlr7301-il,NLR-7301 AIRFOIL,16.52,1.66,YES,1.71,0.850
nn7mk20-il,NN7 MK20,16.86,3.03,YES,1.98,0.778
npl9510-il,NPL 9510 AIRFOIL,11.08,1.62,YES,1.94,0.800
npl9615-il,NPL 9615 AIRFOIL,11.30,1.01,no,0.02,0.859
npl9626-il,NPL 9626 AIRFOIL,12.06,0.73,no,0.00,0.000
npl9627-il,NPL 9627 AIRFOIL,12.16,0.90,no,0.00,0.000
npl9660-il,NPL 9660 AIRFOIL,11.30,1.01,YES,0.33,0.962
nplx-il,NPL AIRFOIL FROM ARC CP 1372,10.67,1.01,YES,0.87,0.818
s801-nr,NREL's S801 Airfoil,13.49,3.71,YES,1.52,0.867
s802-nr,NREL's S802 Airfoil,11.51,3.85,YES,1.38,0.872
s803-nr,NREL's S803 Airfoil,11.48,3.68,YES,1.69,0.830
s804-nr,NREL's S804 Airfoil,17.92,4.19,YES,2.26,0.770
s805a-nr,NREL's S805A Airfoil,13.51,2.14,YES,0.56,0.900
s806a-nr,NREL's S806A Airfoil (modified line 35),11.49,2.75,YES,0.32,0.900
s807-nr,NREL's S807 Airfoil,18.00,1.88,YES,2.16,0.819
s808-nr,NREL's S808 Airfoil,20.99,2.35,YES,2.36,0.764
s809-nr,NREL's S809 Airfoil,20.99,0.98,YES,1.80,0.823
s810-nr,NREL's S810 Airfoil,17.97,0.91,YES,1.15,0.831
s811-nr,NREL's S811 Airfoil,26.26,1.99,YES,3.40,0.755
s812-nr,NREL's S812 Airfoil,20.99,1.57,YES,1.88,0.818
s813-nr,NREL's S813 Airfoil,15.99,2.27,YES,0.85,0.874
s814-nr,NREL's S814 Airfoil,24.15,3.09,YES,3.88,0.745
s815-nr,NREL's S815 Airfoil,26.18,2.91,YES,3.96,0.737
s816-nr,NREL's S816 Airfoil,21.01,1.81,YES,1.58,0.821
s817-nr,NREL's S817 Airfoil,15.99,2.85,YES,0.77,0.873
s818-nr,NREL's S818 Airfoil,24.00,3.27,YES,3.65,0.744
s819-nr,NREL's S819 Airfoil,21.08,1.46,YES,1.91,0.773
s820-nr,NREL's S820 Airfoil,16.01,2.19,YES,0.85,0.874
s821-nr,NREL's S821 Airfoil,24.19,2.86,YES,3.65,0.744
s822-nr,NREL's S822 Airfoil,15.99,1.90,YES,0.61,0.908
s823-nr,NREL's S823 Airfoil,21.18,2.49,YES,2.60,0.759
s825-nr,NREL's S825 Airfoil,17.00,4.02,YES,3.75,0.765
s826-nr,NREL's S826 Airfoil,14.04,4.31,YES,2.97,0.774
s827-nr,NREL's S827 Airfoil,21.01,2.24,YES,1.32,0.863
s828-nr,NREL's S828 Airfoil,15.99,2.27,YES,0.43,0.939
s829-nr,NREL's S829 Airfoil,16.00,0.80,YES,0.31,0.941
s830-nr,NREL's S830 Airfoil,20.96,4.42,YES,3.20,0.804
s831-nr,NREL's S831 Airfoil,17.95,5.07,YES,1.62,0.861
s832-nr,NREL's S832 Airfoil,14.99,5.36,YES,0.53,0.910
s833-nr,NREL's S833 Airfoil,18.00,2.52,YES,1.83,0.857
s834-nr,NREL's S834 Airfoil,14.99,1.63,YES,0.50,0.939
s835-nr,NREL's S835 Airfoil,21.05,2.44,YES,2.01,0.853
k1-il,NYU/GRUMMAN K-1 AIRFOIL,11.59,1.96,YES,1.66,0.817
oaf095-il,OAF095 AIRFOIL,9.48,3.79,YES,2.56,0.655
oaf102-il,OAF102 AIRFOIL,10.17,3.63,YES,2.20,0.684
oaf117-il,OAF117 AIRFOIL,11.47,2.03,YES,1.21,0.713
oaf128-il,OAF128 AIRFOIL,12.79,0.99,YES,0.82,0.819
oaf139-il,OAF139 AIRFOIL,13.67,1.30,no,0.28,0.864
hor04-il,ONERA HOR04 AIRFOIL,4.05,1.51,YES,0.69,0.719
hor07-il,ONERA HOR07 AIRFOIL,7.18,4.47,YES,2.61,0.527
hor12-il,ONERA HOR12 AIRFOIL,11.94,3.85,YES,2.09,0.638
hor20-il,ONERA HOR20 AIRFOIL,20.38,3.19,YES,1.43,0.663
ncambre-il,ONERA NACA CAMBRE AIRFOIL,11.52,1.38,no,0.00,0.878
oa206-il,ONERA OA206 AIRFOIL,6.01,0.84,no,0.21,0.939
oa209-il,ONERA OA209 AIRFOIL,9.01,1.56,YES,0.33,0.939
oa212-il,ONERA OA212 AIRFOIL,12.01,2.29,no,0.24,0.951
oa213-il,ONERA OA213 AIRFOIL,12.57,3.32,no,0.10,0.940
s1020-il,Ornithopter airfoil.,15.10,5.05,YES,1.51,0.778
p51droot-il,P-51D ROOT (BL17.5) AIRFOIL,16.52,1.26,YES,0.66,0.867
p51dtip-il,P-51D TIP (BL215) AIRFOIL,11.42,1.30,YES,0.71,0.867
pmc19sm-il,PMC19 Smoothed,9.19,2.12,YES,0.31,0.882
pfcm-il,PROPFAN CRUISE MISSILE WING AIRFOIL,8.19,1.33,no,0.27,0.800
psu94097-il,PSU 94-097 (AIAA 2001-2478),9.70,4.10,YES,0.97,0.753
psu-90-125wl-il,PSU-90-125WL,12.53,2.43,YES,0.54,0.841
pt40-il,PT40,11.59,2.88,no,0.02,0.205
pw106-pw,PW106,8.90,2.11,no,0.00,0.992
pw1211-pw,PW1211,7.00,1.65,no,0.00,0.990
pw51-pw,PW51,8.90,1.42,no,0.01,0.973
pw75-pw,PW75,8.90,1.49,no,0.00,0.990
pw98mod-pw,PW98-mod,8.40,1.81,no,0.00,0.995
prandtl-d-root-ns,Prandtl-D root - NASA Preliminary Research Aerodynamic Design To Lower Drag,12.03,4.09,no,0.18,0.598
prandtl-d-tip-ns,Prandtl-D tip - NASA Preliminary Research Aerodynamic Design To Lower Drag,9.63,0.07,no,0.00,0.936
r140sm-il,R140  12.04% (smoothed),12.04,0.44,no,0.00,0.862
r140-il,R140 (original),12.00,0.47,no,0.04,0.669
rae100-il,RAE 100 AIRFOIL,10.00,0.00,no,0.00,0.920
rae101-il,RAE 101 AIRFOIL,9.99,0.00,no,0.00,0.950
rae102-il,RAE 102 AIRFOIL,10.00,0.00,no,0.00,0.940
rae103-il,RAE 103 AIRFOIL,10.00,0.00,no,0.00,0.820
rae104-il,RAE 104 AIRFOIL,10.00,0.00,no,0.00,0.925
rae2822-il,RAE 2822 AIRFOIL,12.11,1.26,YES,1.06,0.836
rae5214-il,RAE 5214 AIRFOIL,9.67,1.44,YES,1.02,0.778
rae5215-il,RAE 5215 AIRFOIL,9.65,1.63,YES,1.02,0.778
rae5212-il,RAE(NPL) 5212 AIRFOIL,11.95,1.83,YES,0.96,0.778
rae5213-il,RAE(NPL) 5213 AIRFOIL,9.95,1.44,YES,1.02,0.778
rae69ck-il,RAE6-9CK AIRFOIL,12.11,1.26,YES,1.06,0.836
raf15-il,RAF 15 AIRFOIL,6.49,2.61,YES,0.99,0.300
raf19-il,RAF 19 AIRFOIL,10.50,10.14,YES,7.27,0.400
raf25-il,RAF 25 AIRFOIL,6.47,1.04,no,0.06,0.700
raf26-il,RAF 26 AIRFOIL,6.62,2.14,YES,0.41,0.700
raf27-il,RAF 27 AIRFOIL,9.76,0.00,no,0.00,0.000
raf28-il,RAF 28 AIRFOIL,9.82,1.93,no,0.02,0.800
raf30-il,RAF 30 AIRFOIL,12.64,0.00,no,0.00,0.000
raf30md-il,RAF 30 MOD AIRFOIL,7.60,0.00,no,0.00,0.000
raf31-il,RAF 31 AIRFOIL,12.74,2.07,no,0.24,0.800
raf32-il,RAF 32 AIRFOIL,12.68,5.01,YES,1.53,0.700
raf32md-il,RAF 32 MOD AIRFOIL,10.16,3.96,YES,1.22,0.700
raf33-il,RAF 33 AIRFOIL,12.64,4.69,YES,0.54,0.300
raf34-il,RAF 34 AIRFOIL,12.64,2.00,no,0.00,0.000
raf38-il,RAF 38 AIRFOIL,12.65,2.52,no,0.00,0.000
raf6-il,RAF 6 AIRFOIL,9.98,4.59,no,0.00,0.300
raf69-il,RAF 69 AIRFOIL,20.64,1.71,no,0.12,0.800
raf89-il,RAF 89 AIRFOIL,25.00,1.64,no,0.06,0.800
raf48-il,RAF-48 AIRFOIL,14.96,2.93,no,0.04,0.900
s3-il,REPUBLIC S-3 AIRFOIL,11.00,1.83,no,0.14,0.900
rg12a189-il,RG 12A-1.8/9.0 AIRFOIL,8.99,1.80,YES,0.47,0.896
rg1410-il,RG 14 10% AIRFOIL,10.00,1.58,no,0.21,0.921
rg149-il,RG 14 9% AIRFOIL,9.00,1.58,no,0.21,0.921
rg1495-il,RG 14 9.5% AIRFOIL,9.50,1.58,no,0.21,0.921
rg14-il,RG 14 AIRFOIL,8.47,1.58,no,0.21,0.921
rg14a147-il,RG 14A-1.4/7.0 AIRFOIL,7.00,1.40,no,0.18,0.896
rg15a213-il,RG 15A 2.5/13.0 AIRFOIL,12.99,2.50,YES,0.71,0.863
rg15a111-il,RG 15A-1.8/11.0 AIRFOIL,11.00,1.80,YES,0.51,0.863
rg8-il,RG 8 AIRFOIL,10.80,2.22,YES,0.98,0.795
rg12-il,RG-12,9.26,1.38,YES,0.39,0.885
rg15-il,RG-15 8.9%,8.92,1.76,YES,0.51,0.848
r1046-il,RONCZ 1046 VOYAGER CANARD AIRFOIL,18.10,6.66,no,0.25,0.760
r1080-il,RONCZ 1080 VOYAGER INNER AFT WING AIRFOIL,18.00,3.30,YES,0.58,0.900
r1082-il,RONCZ 1082 VOYAGER ROOT OUTER AFT WING AIRFOIL,18.00,3.38,YES,0.65,0.900
r1082t-il,RONCZ 1082T VOYAGER TIP OUTER AFT WING AIRFOIL,16.00,3.00,YES,0.58,0.900
marske7-il,RONCZ LOW DRAG FLYING WING AIRFOIL,12.05,2.81,no,0.03,0.983
amsoil1-il,RUTAN CANARD AIRFOIL,11.62,2.08,no,0.21,0.900
amsoil2-il,RUTAN WING AIRFOIL,11.76,0.97,no,0.25,0.899
bqm34-il,RYAN BQM-34 FIREBEE WING AIRFOIL,9.90,0.00,no,0.00,0.878
rhodesg30-il,Rhode St. Genese 30,9.74,4.87,no,0.00,0.000
rhodesg32-il,Rhode St. Genese 32,11.90,5.95,no,0.00,0.000
rhodesg34-il,Rhode St. Genese 34,14.07,7.03,no,0.00,0.000
rhodesg36-il,Rhode St. Genese 36,16.23,8.12,no,0.00,0.000
s1010-il,S1010 HPV airfoil,6.02,0.00,no,0.03,0.972
s1012-il,S1012,12.02,0.00,YES,0.31,0.884
s1014-il,S1014,16.51,0.00,YES,0.59,0.876
s1016-il,S1016,17.48,0.00,YES,0.59,0.909
s1046-il,S1046 17% (Danny Howell),16.99,0.00,no,0.25,0.843
s1048-il,S1048 14% (Danny Howell),13.97,0.00,no,0.15,0.849
s1091-il,S1091,5.06,6.06,YES,4.85,0.519
s1210-il,S1210 12%,12.00,7.20,YES,5.26,0.701
s1221-flap-il,S1221  w/ 4 deg flap,12.14,5.40,YES,4.51,0.771
s1221-il,S1221  w/o flap,12.14,5.40,YES,3.35,0.726
s1223-il,S1223,12.14,8.67,YES,6.56,0.642
s1223rtl-il,S1223 RTL,13.51,8.46,YES,6.20,0.647
s2027-il,S2027,14.50,2.75,YES,0.54,0.843
s2046-il,S2046,9.01,2.59,YES,1.37,0.803
s2048-il,S2048,8.63,1.94,YES,0.57,0.807
s2050-il,S2050 8.93%,8.93,1.26,YES,0.72,0.846
s2055-il,S2055,7.99,1.66,no,0.17,0.921
s2060-il,S2060 8%,8.00,1.81,YES,0.42,0.852
s2062-il,S2062 8%,7.98,1.73,YES,0.34,0.889
s2091-il,S2091-101-83,10.11,3.91,YES,0.91,0.660
s3010-il,S3010-103-84,10.32,2.83,YES,0.48,0.809
s3014-il,S3014-095-85,9.46,2.57,no,0.05,0.772
s3016-il,S3016-095-87,9.52,2.09,no,0.04,0.816
s3021-il,S3021-095-84,9.47,2.96,no,0.05,0.671
s3025-il,S3025 9.38%,9.38,3.59,YES,0.45,0.664
s4022-il,S4022,11.27,4.34,YES,1.91,0.781
s4053-il,S4053,8.92,3.00,no,0.23,0.766
s4061-il,S4061-096-84,9.62,3.90,YES,0.97,0.662
s4062-il,S4062-095-87,9.55,4.13,YES,1.06,0.658
s4083-il,S4083 (8%),8.00,3.45,YES,1.26,0.688
s4094-il,S4094 (root airfoil designed for and used on the E-flite UMX ASK-21 scale RC sailplane),9.90,2.42,no,0.25,0.770
s4095-il,S4095 (designed for the E-flite UMX ASK-21 scale RC sailplane),9.70,2.44,YES,0.30,0.772
s4096-il,S4096 (designed for the E-flite UMX ASK-21 scale RC sailplane),12.47,2.18,no,0.10,0.890
s4110-il,S4110,8.38,3.12,YES,0.90,0.711
s4158-il,S4158,10.86,3.71,no,0.12,0.767
s4180-il,S4180-098-84,9.78,4.36,YES,1.31,0.657
s4233-il,S4233-136-84,13.64,3.26,YES,0.55,0.843
s4310-il,S4310,10.86,4.16,YES,0.46,0.712
s4320-il,S4320,9.41,4.48,YES,1.34,0.658
s5010-il,S5010,9.83,2.20,no,0.01,0.987
s5020-il,S5020,8.40,2.62,no,0.01,0.988
s6061-il,S6061 9%,8.99,1.76,no,0.21,0.890
s6062-il,S6062 8%,7.94,1.59,no,0.18,0.892
s6063-il,S6063 7.05%,6.96,1.42,no,0.18,0.858
s7012-il,S7012 8.75%,8.75,2.02,YES,0.63,0.829
s7055-il,S7055 (10.5%) Flat-Bottomed,10.50,3.55,no,0.00,0.572
s7075-il,S7075 (9%),9.00,3.03,YES,0.76,0.857
s8025-il,S8025 (8%),7.98,0.48,no,0.10,0.839
s8035-il,S8035 for RC aerobatic  14% thick,14.00,0.00,no,0.03,0.991
s8036-il,S8036 (16%),16.00,1.85,no,0.04,0.823
s8037-il,S8037 (16%),16.00,2.63,no,0.02,0.991
s8038-il,S8038 (13%),13.00,0.89,no,0.12,0.827
s8052-il,S8052 (11.88%),11.89,1.57,no,0.30,0.858
s8055-il,S8055 (12%),12.00,2.05,no,0.21,0.885
s8064-il,S8064,12.32,1.18,no,0.19,0.885
s8065-il,S8065 (11% version of S8064),11.00,1.18,no,0.16,0.888
s8066-il,S8066 (10% version of S8065 w/ lower surface aerodynamically similar),9.99,0.94,no,0.21,0.888
s9000-il,S9000 (9%),9.01,2.37,YES,0.57,0.847
s9026-il,S9026 (9.5%),9.50,0.00,no,0.04,0.979
s9027-il,S9027 (8%),8.00,0.00,no,0.02,0.987
s9032-il,S9032 (9%),9.00,0.00,no,0.03,0.987
s9033-il,S9033 (7.5%),7.50,0.00,no,0.02,0.987
s9037-il,S9037 (9%),9.00,3.49,YES,0.58,0.690
sa7024-il,SA7024,7.01,3.26,YES,1.18,0.651
sa7025-il,SA7025,8.00,3.60,YES,1.00,0.611
sa7026-il,SA7026,9.00,3.84,YES,0.87,0.687
sa7035-il,SA7035,9.19,2.55,YES,0.38,0.799
sa7036-il,SA7036,9.20,2.79,YES,0.46,0.798
sa7038-il,SA7038,9.20,3.24,YES,0.67,0.762
saratov-il,SARATOV AIRFOIL,9.20,9.75,YES,8.37,0.400
nasasc2-0714-il,SC(2)-0714 Supercritical airfoil (coordinates from Raymer w/ one correction),13.93,1.48,YES,2.83,0.850
sd2030-il,SD2030-086-88,8.56,2.25,no,0.22,0.919
sd2083-il,SD2083 (9.0%),8.96,2.85,no,0.11,0.769
sd5060-il,SD5060 (9.5%),9.46,2.30,YES,0.50,0.766
sd6060-il,SD6060-104-88,10.37,1.85,no,0.14,0.921
sd6080-il,SD6080 (9.2%),9.19,3.74,YES,0.70,0.665
sd7003-il,SD7003-085-88,8.51,1.46,YES,0.37,0.852
sd7032-il,SD7032-099-88,9.96,3.66,YES,0.92,0.803
sd7034-il,SD7034,10.51,3.89,YES,0.78,0.711
sd7037-il,SD7037-092-88,9.20,3.02,YES,0.58,0.808
