slug,name,re,cl_0,cl_alpha_2d,cl_max,alpha_stall,cd_0,cm_ac,cd_min,alpha_minD_deg,k_drag,thickness_pct,camber_pct
e1200-il,EPPLER 1200 AIRFOIL,1000000,0.5140,5.706,1.6343,18.25,0.00681,-0.1139,0.006650,-2.0000,0.000081,16.94,3.45
e1210-il,EPPLER 1210 AIRFOIL,1000000,0.5374,6.293,1.8854,16.75,0.00932,-0.0917,0.008540,3.2500,0.000088,15.85,5.20
e1211-il,EPPLER 1211 AIRFOIL,1000000,0.5044,6.288,1.8340,17.50,0.00942,-0.0951,0.009220,-2.5000,0.000029,18.02,4.44
e1212-il,EPPLER E1212 AIRFOIL,1000000,0.3382,6.404,1.7368,17.25,0.00911,-0.0589,0.008980,-1.7500,0.000028,17.68,3.21
e1212mod-il,EPPLER E1212MOD AIRFOIL,1000000,0.2266,6.540,1.6633,15.00,0.00905,-0.0441,0.008960,0.5000,0.000037,17.72,2.61
e1213-il,EPPLER 1213 AIRFOIL,1000000,0.1758,6.627,1.6445,17.00,0.00880,-0.0219,0.008630,5.0000,0.000038,17.39,2.06
e1214-il,EPPLER 1214 AIRFOIL,1000000,0.1865,6.476,1.6250,17.25,0.00903,-0.0215,0.008970,-2.5000,0.000022,19.77,2.13
e1230-il,EPPLER 1230 AIRFOIL,1000000,0.3691,6.149,1.7812,16.25,0.00809,-0.0594,0.007480,-2.0000,0.000040,17.44,3.61
e1233-il,EPPLER 1233 AIRFOIL,1000000,0.5152,5.820,1.7640,16.25,0.00821,-0.1000,0.007620,-2.2500,0.000047,18.93,4.32
e168-il,E168  (12.45%),1000000,0.0023,6.494,1.2719,14.25,0.00661,0.0000,0.006610,-0.7500,0.000071,12.44,0.00
e169-il,E169  (14.4%),1000000,-0.0002,6.514,1.2854,14.00,0.00718,0.0000,0.007170,0.2500,0.000070,14.40,0.00
e171-il,(Dicke 12.28%),1000000,-0.0025,6.298,1.0988,12.75,0.00592,0.0000,0.005920,0.0000,0.000126,12.25,0.00
e174-il,E174  (Dicke 8.92%),1000000,0.4002,6.142,1.3973,13.25,0.00545,-0.0814,0.005000,0.2500,0.000189,8.92,3.84
e176-il,E176  (8.83%),1000000,0.3432,5.863,1.3089,12.00,0.00484,-0.0606,0.004840,0.2500,0.000200,8.83,3.32
e178-il,E178  (8.69%),1000000,0.2364,6.248,1.2409,11.50,0.00487,-0.0379,0.004740,0.2500,0.000189,8.68,2.79
e180-il,E180  (8.59%),1000000,0.1547,6.325,1.2124,12.25,0.00463,-0.0190,0.004630,0.0000,0.000186,8.58,2.24
e182-il,E182 (8.47%),1000000,0.0789,6.455,1.0392,9.50,0.00458,-0.0002,0.004550,-0.2500,0.000184,8.47,1.72
e184-il,E184  (8.33%),1000000,0.0014,6.662,0.9101,8.50,0.00460,0.0194,0.004470,-0.2500,0.000188,8.32,1.20
e186-il,E186  (10.27%),1000000,-0.0274,7.180,1.0854,10.75,0.00526,0.0337,0.005100,-0.2500,0.000163,10.27,1.31
e193-il,E193  (10.22%),1000000,0.3811,6.091,1.3479,14.50,0.00547,-0.0750,0.005200,0.2500,0.000162,10.22,3.57
e195-il,E195  (11.82%),1000000,0.3444,6.227,1.3186,15.00,0.00599,-0.0689,0.005520,1.2500,0.000177,11.80,3.19
e197-il,E197  (13.49%),1000000,0.3011,6.374,1.3097,13.75,0.00646,-0.0617,0.005960,2.7500,0.000189,13.48,2.81
e201-il,E201  (11.88%),1000000,0.3640,6.126,1.3344,14.75,0.00615,-0.0788,0.005680,1.7500,0.000193,11.86,3.10
e203-il,E203  (13.64%),1000000,0.3496,6.140,1.3616,14.50,0.00663,-0.0824,0.006580,-2.0000,0.000074,13.61,2.67
e205-il,E205  (10.48%),1000000,0.2881,6.390,1.3122,13.50,0.00533,-0.0430,0.005330,0.0000,0.000124,10.48,3.01
e207-il,E207  (12.04%),1000000,0.2642,6.425,1.3231,14.00,0.00610,-0.0476,0.005670,1.2500,0.000138,12.02,2.51
e209-il,E209  (13.72%),1000000,0.2408,6.345,1.3500,14.25,0.00670,-0.0511,0.006610,4.0000,0.000122,13.68,1.98
e210-il,E210  (13.64%),1000000,0.5525,6.096,1.5646,13.25,0.00710,-0.1260,0.006840,-2.0000,0.000060,13.64,4.02
e211-il,E211  (10.96%),1000000,0.4196,5.865,1.3723,13.00,0.00562,-0.1058,0.005020,-2.0000,0.000111,10.95,2.58
e212-il,E212  (10.55%),1000000,0.4839,5.898,1.4900,13.25,0.00536,-0.1250,0.005200,-1.2500,0.000129,10.56,2.93
e214-il,E214  (11.1%),1000000,0.6012,5.781,1.5772,14.25,0.00586,-0.1437,0.005570,-1.5000,0.000100,11.10,4.03
e216-il,E216  (10.4%),1000000,0.8110,5.685,1.7600,13.25,0.00572,-0.2069,0.005510,-1.5000,0.000130,10.42,5.17
e220-il,E220  (11.48%),1000000,0.1675,7.048,1.2852,15.25,0.00537,-0.0120,0.005160,-0.5000,0.000107,11.46,2.46
e221-il,E221  (9.39%),1000000,0.1258,6.652,1.2342,14.00,0.00484,-0.0047,0.004700,-0.2500,0.000126,9.38,1.83
e222-il,E222  (10.17%),1000000,0.3817,5.883,1.3811,13.00,0.00513,-0.0919,0.005120,-0.5000,0.000143,10.17,2.52
e224-il,E224  (10.17%),1000000,0.2476,6.042,1.3662,13.50,0.00504,-0.0578,0.005030,0.2500,0.000135,10.17,1.75
e226-il,E226  (10.19%),1000000,0.1164,6.210,1.1579,12.50,0.00495,-0.0229,0.004930,0.2500,0.000173,10.18,0.99
e228-il,E10(08%),1000000,-0.0142,6.628,1.0956,11.75,0.00487,0.0120,0.004780,0.7500,0.000172,10.06,0.28
e230-il,E230  (9.96%),1000000,-0.1514,6.946,0.9595,10.50,0.00479,0.0483,0.004650,0.7500,0.000250,9.95,0.79
e231-il,E231,1000000,0.2263,5.672,1.2784,15.50,0.00529,-0.0363,0.005070,-1.2500,0.000086,12.33,2.46
e266-il,EPPLER 266 AIRFOIL,1000000,0.3251,6.199,1.2546,18.50,0.00796,-0.0566,0.006830,-2.2500,0.000069,17.32,3.20
e297-il,EPPLER 297 AIRFOIL,1000000,-0.0034,6.113,0.9420,10.00,0.00513,0.0000,0.005130,-1.2500,0.000142,11.39,0.05
e325-il,EPPLER 325 AIRFOIL,1000000,-0.0553,5.923,1.2172,13.50,0.00686,0.0569,0.005800,-1.5000,0.000049,12.63,1.77
e326-il,EPPLER 326 AIRFOIL,1000000,0.0315,5.934,1.2705,14.00,0.00675,0.0355,0.006010,-1.0000,0.000050,12.87,2.18
e327-il,EPPLER 327 AIRFOIL,1000000,0.1171,5.952,1.3356,14.00,0.00674,0.0143,0.006070,-1.0000,0.000049,13.12,2.60
e328-il,EPPLER 328 AIRFOIL,1000000,0.2002,5.995,1.4014,14.00,0.00673,-0.0072,0.006280,-0.7500,0.000050,13.34,3.05
e329-il,EPPLER 329 AIRFOIL,1000000,0.2849,5.941,1.4804,14.00,0.00680,-0.0272,0.006470,-0.5000,0.000051,13.54,3.55
e330-il,EPPLER 330 AIRFOIL,1000000,-0.0090,6.313,1.3234,13.00,0.00601,0.0536,0.005710,-0.5000,0.000074,11.03,2.18
e331-il,EPPLER 331 AIRFOIL,1000000,0.0753,6.235,1.3682,12.50,0.00602,0.0328,0.005740,-0.2500,0.000074,11.27,2.60
e332-il,EPPLER 332 AIRFOIL,1000000,0.1563,6.055,1.3824,11.75,0.00595,0.0106,0.005950,0.0000,0.000087,11.53,3.06
e333-il,EPPLER 333 AIRFOIL,1000000,0.2329,6.047,1.4364,14.25,0.00631,-0.0129,0.006220,0.2500,0.000071,11.75,3.56
e334-il,EPPLER 334 AIRFOIL,1000000,0.3136,5.998,1.5039,13.75,0.00867,-0.0374,0.006390,0.5000,0.000071,11.94,4.04
e335-il,EPPLER 335 AIRFOIL,1000000,0.0145,5.993,1.2928,14.75,0.00736,0.0520,0.006000,-0.7500,0.000055,12.59,2.36
e336-il,EPPLER 336 AIRFOIL,1000000,0.0830,5.766,1.3564,13.75,0.00696,0.0335,0.006210,-0.5000,0.000052,12.80,2.80
e337-il,EPPLER 337 AIRFOIL,1000000,0.1568,5.677,1.4076,13.00,0.00670,0.0129,0.006280,-0.2500,0.000052,13.11,3.27
e338-il,EPPLER 338 AIRFOIL,1000000,0.2334,5.630,1.4423,12.25,0.00659,-0.0089,0.006580,-0.2500,0.000049,13.30,3.75
e339-il,EPPLER 339 AIRFOIL,1000000,0.3130,5.570,1.5119,13.75,0.00856,-0.0360,0.005830,-3.5000,0.000032,13.54,4.22
e340-il,EPPLER 340 AIRFOIL,1000000,0.0146,5.936,1.2928,15.00,0.00784,0.0529,0.006320,-0.7500,0.000050,13.71,2.60
e341-il,EPPLER 341 AIRFOIL,1000000,0.0839,5.885,1.3975,14.50,0.00746,0.0333,0.006540,-0.5000,0.000049,13.99,3.05
e342-il,EPPLER 342 AIRFOIL,1000000,0.1722,5.596,1.4354,14.00,0.00708,0.0137,0.006690,-0.2500,0.000046,14.26,3.51
e343-il,EPPLER 343 AIRFOIL,1000000,0.2410,5.583,1.5017,13.25,0.00695,-0.0062,0.006680,-0.2500,0.000045,14.47,3.98
e344-il,EPPLER 344 AIRFOIL,1000000,0.3229,5.563,1.5768,14.25,0.00743,-0.0312,0.006660,-4.0000,0.000025,14.72,4.44
e360-il,EPPLER 360 AIRFOIL,1000000,0.1047,5.988,1.4316,17.00,0.00560,-0.0040,0.005480,-1.2500,0.000067,12.23,1.54
e361-il,EPPLER 361 AIRFOIL,1000000,0.0884,6.230,1.4190,16.50,0.00553,0.0029,0.005500,-0.5000,0.000077,12.11,1.65
e374-il,E374,1000000,0.2087,6.391,1.2297,13.50,0.00507,-0.0317,0.005060,-0.2500,0.000127,10.91,2.25
e376-il,EPPLER 376 AIRFOIL,1000000,0.6639,6.337,1.6889,10.75,0.02305,-0.1105,0.008200,4.0000,0.000397,2.48,8.93
e377-il,EPPLER 377 AIRFOIL,1000000,0.6195,7.010,1.7200,11.50,0.01758,-0.1178,0.007870,2.2500,0.000329,3.87,8.74
e377m-il,EPPLER 377 (MODIFIED) AIRFOIL,1000000,0.6177,6.830,1.7110,11.25,0.02221,-0.1096,0.008060,2.2500,0.000328,3.77,9.13
e378-il,EPPLER 378 AIRFOIL,1000000,0.5721,7.027,1.7036,14.00,0.05241,-0.0984,0.054530,-2.7500,0.005992,4.08,8.00
e379-il,EPPLER 379 AIRFOIL,1000000,0.5213,6.513,1.4010,9.50,0.02506,-0.0817,0.007930,3.2500,0.000424,2.24,7.99
e385-il,E385  (8.41%),1000000,0.7108,6.101,1.6278,13.00,0.00636,-0.1620,0.005550,0.7500,0.000235,8.42,5.74
e387-il,E387,1000000,0.3940,6.132,1.3867,13.25,0.00547,-0.0794,0.005050,0.2500,0.000186,9.07,3.80
e392-il,E392  (10.15%),1000000,0.4532,6.143,1.4513,14.50,0.00583,-0.0990,0.005360,1.2500,0.000201,10.15,3.84
e393-il,EPPLER 393 AIRFOIL,1000000,0.5372,6.121,1.5064,13.00,0.00627,-0.1233,0.006240,-0.7500,0.000120,11.53,4.00
e395-il,EPPLER 395 AIRFOIL,1000000,0.7150,5.947,1.6567,15.75,0.00661,-0.1724,0.006590,0.7500,0.000164,12.29,5.25
e396-il,EPPLER 396 AIRFOIL,1000000,0.7204,6.019,1.6546,15.75,0.00681,-0.1708,0.006720,3.5000,0.000218,13.06,5.44
e397-il,EPPLER 397 AIRFOIL,1000000,0.7072,5.874,1.6407,16.75,0.00691,-0.1704,0.006850,1.5000,0.000202,13.51,5.31
e398-il,EPPLER 398 AIRFOIL,1000000,0.6926,6.213,1.6477,16.75,0.00722,-0.1612,0.007210,-0.7500,0.000085,14.16,5.30
e399-il,EPPLER 399 AIRFOIL,1000000,0.6887,6.213,1.6417,17.25,0.00728,-0.1624,0.007250,-1.0000,0.000089,14.83,5.14
e403-il,EPPLER 403 AIRFOIL,1000000,0.5536,5.179,1.4774,15.25,0.00619,-0.1566,0.006030,1.2500,0.000229,14.96,3.31
e407-il,EPPLER 407 AIRFOIL,1000000,0.5981,5.195,1.5852,14.75,0.00599,-0.1653,0.005960,0.2500,0.000168,14.43,3.50
e417-il,EPPLER 417 AIRFOIL,1000000,0.5175,5.192,1.4038,13.00,0.00609,-0.1569,0.005830,1.7500,0.000281,14.19,3.18
e420-il,EPPLER 420 AIRFOIL,1000000,1.1142,5.753,2.2201,14.25,0.01049,-0.2296,0.010440,-1.5000,0.000051,14.34,10.70
e421-il,EPPLER 421 AIRFOIL,1000000,0.9027,5.936,2.0686,14.25,0.00975,-0.1795,0.009580,-1.2500,0.000036,14.54,8.72
e422-il,EPPLER 422 AIRFOIL,1000000,0.6846,6.227,1.9021,14.00,0.00915,-0.1221,0.008620,3.5000,0.000071,14.00,7.16
e423-il,E423,1000000,1.0877,5.692,2.0391,12.50,0.00940,-0.2345,0.009280,-0.7500,0.000065,12.52,10.03
e426-il,EPPLER 426 AIRFOIL,1000000,0.1061,6.328,1.4726,14.50,0.00672,-0.0226,0.006680,0.2500,0.000074,10.83,0.73
e428-il,EPPLER 428 AIRFOIL,1000000,0.0839,6.357,1.4466,13.75,0.00705,-0.0190,0.006980,-3.7500,0.000034,11.13,0.60
e431-il,EPPLER 431 AIRFOIL,1000000,0.5841,5.961,1.5641,17.50,0.00653,-0.1273,0.006110,-2.0000,0.000078,15.12,4.23
e432-il,EPPLER 432 AIRFOIL,1000000,0.5618,6.295,1.5507,17.00,0.00702,-0.1141,0.006600,-2.0000,0.000057,15.98,4.44
e433-il,EPPLER 433 AIRFOIL,1000000,0.5945,5.574,1.5677,16.25,0.00612,-0.1363,0.005720,-2.2500,0.000084,14.22,3.98
e434-il,EPPLER 434 AIRFOIL,1000000,0.4953,5.910,1.5139,17.00,0.00594,-0.0984,0.005770,-1.0000,0.000084,13.33,4.32
e435-il,EPPLER 435 AIRFOIL,1000000,0.6818,5.911,1.6386,18.00,0.00696,-0.1590,0.006520,-3.0000,0.000070,16.23,4.37
e471-il,E471  (6.25%),1000000,0.6680,5.636,1.4887,9.75,0.00498,-0.1673,0.004150,0.5000,0.000528,6.26,4.73
e472-il,EPPLER 472 AIRFOIL,1000000,0.0095,6.941,1.5193,16.00,0.00866,0.0000,0.007480,-3.0000,0.000030,12.10,0.00
e473-il,EPPLER 473 AIRFOIL,1000000,0.0025,6.521,1.4569,15.50,0.00909,0.0000,0.008350,5.2500,0.000037,16.19,0.00
e474-il,E474  (14.09%),1000000,0.0028,6.313,1.4386,16.00,0.00866,0.0000,0.007630,-3.2500,0.000026,14.08,0.00
e475-il,E475  (15.01%),1000000,0.0023,5.895,1.4152,16.25,0.00865,0.0000,0.007650,-3.0000,0.000030,15.00,0.00
e479-il,EPPLER 479 AIRFOIL,1000000,-0.0007,6.417,1.4074,16.00,0.00789,0.0000,0.007890,-0.5000,0.000038,16.57,0.00
e485-il,EPPLER 485 AIRFOIL,1000000,0.0944,6.007,1.3329,15.00,0.00525,-0.0099,0.005140,-1.0000,0.000073,12.52,1.15
e49-il,EPPLER 49 AIRFOIL,1000000,0.8306,5.310,1.5164,9.00,0.01152,-0.1987,0.007640,2.5000,0.000798,7.23,7.82
e502-il,EPPLER 502 AIRFOIL,1000000,0.1278,6.077,1.1120,15.00,0.00699,-0.0173,0.006260,-3.0000,0.000064,15.66,1.54
e520-il,EPPLER 520 AIRFOIL,1000000,-0.0025,6.443,1.2348,15.50,0.00607,0.0000,0.006070,0.0000,0.000097,15.01,0.07
e521-il,EPPLER 521 AIRFOIL,1000000,-0.0029,6.308,1.1909,14.75,0.00558,0.0000,0.005580,-0.2500,0.000097,13.77,0.07
e540-il,EPPLER 540 AIRFOIL,1000000,0.2688,5.875,1.2373,16.25,0.00750,-0.0597,0.006200,-3.7500,0.000062,16.88,1.61
e541-il,EPPLER 541 AIRFOIL,1000000,0.2469,5.659,1.1935,16.00,0.00813,-0.0512,0.006150,-3.5000,0.000068,16.63,1.68
e542-il,EPPLER 542 AIRFOIL,1000000,0.2041,6.086,1.1984,17.25,0.00814,-0.0311,0.006160,-3.2500,0.000058,16.86,1.92
e543-il,EPPLER 543 AIRFOIL,1000000,0.2409,6.194,1.2481,16.75,0.00768,-0.0450,0.006210,-3.7500,0.000054,17.20,1.88
e544-il,EPPLER 544 AIRFOIL,1000000,0.2764,6.199,1.2964,17.25,0.00749,-0.0575,0.006380,-4.0000,0.000050,17.50,1.86
e545-il,EPPLER 545 AIRFOIL,1000000,0.3123,6.082,1.3310,17.25,0.00728,-0.0693,0.006520,-4.0000,0.000051,17.45,1.82
e546-il,EPPLER 546 AIRFOIL,1000000,0.2467,6.257,1.2897,15.00,0.00713,-0.0479,0.006090,-3.7500,0.000049,16.27,1.77
e547-il,EPPLER 547 AIRFOIL,1000000,0.2499,6.336,1.2951,17.50,0.00744,-0.0448,0.006370,-3.7500,0.000045,17.39,2.08
e548-il,EPPLER 548 AIRFOIL,1000000,0.2298,6.520,1.2948,12.00,0.00790,-0.0342,0.006850,-3.5000,0.000036,17.38,2.24
e549-il,EPPLER 549 AIRFOIL,1000000,0.3353,6.327,1.3667,17.75,0.00747,-0.0722,0.006840,-4.0000,0.000041,18.08,2.10
e550-il,EPPLER 550 AIRFOIL,1000000,0.3167,6.534,1.3820,12.00,0.00796,-0.0616,0.007320,-4.0000,0.000031,18.20,2.25
e551-il,EPPLER 551 AIRFOIL,1000000,0.4165,6.313,1.4294,18.00,0.00756,-0.0963,0.007260,-4.0000,0.000039,18.24,2.82
e552-il,EPPLER 552 AIRFOIL,1000000,0.3982,6.528,1.4552,11.75,0.00820,-0.0854,0.007800,-3.7500,0.000031,18.41,2.59
e553-il,EPPLER 553 AIRFOIL,1000000,0.4511,6.285,1.4745,16.00,0.00755,-0.1063,0.007210,-4.0000,0.000037,18.11,2.98
e554-il,EPPLER 554 AIRFOIL,1000000,0.4303,6.494,1.5342,12.50,0.00817,-0.0952,0.007730,-4.0000,0.000029,18.23,2.67
e555-il,EPPLER 555 AIRFOIL,1000000,0.4366,6.145,1.5513,16.00,0.00706,-0.1092,0.006560,-4.0000,0.000048,16.02,2.60
e556-il,EPPLER 556 AIRFOIL,1000000,0.5147,6.123,1.6113,16.50,0.00711,-0.1277,0.006500,-4.0000,0.000050,16.00,3.12
e557-il,EPPLER 557 AIRFOIL,1000000,0.5925,6.040,1.6591,15.75,0.00720,-0.1462,0.006540,-4.0000,0.000051,15.97,3.68
e558-il,EPPLER 558 AIRFOIL,1000000,0.4816,6.191,1.6238,14.00,0.00793,-0.1100,0.007610,-3.2500,0.000030,16.03,3.56
e559-il,EPPLER 559 AIRFOIL,1000000,0.5791,6.161,1.7056,13.75,0.00807,-0.1347,0.007670,-3.7500,0.000030,16.03,4.21
e560-il,EPPLER 560 AIRFOIL,1000000,0.6682,6.082,1.7609,13.50,0.00826,-0.1578,0.007740,-4.0000,0.000032,16.07,4.86
e561-il,EPPLER 561 AIRFOIL,1000000,0.6789,6.120,1.8140,13.50,0.00853,-0.1543,0.008120,-3.5000,0.000030,16.90,5.11
e562-il,EPPLER 562 AIRFOIL,1000000,0.5706,6.077,1.6609,14.50,0.00750,-0.1375,0.006940,-4.0000,0.000038,15.02,3.88
e58-il,EPPLER 58 AIRFOIL,1000000,0.8841,5.280,1.6783,10.25,0.00590,-0.2286,0.004590,1.5000,0.000528,5.60,6.45
e580-il,EPPLER 580 AIRFOIL,1000000,0.6556,6.049,1.6065,15.25,0.00736,-0.1559,0.006540,-2.7500,0.000071,16.05,4.08
e582-il,EPPLER 582 AIRFOIL,1000000,0.5621,5.949,1.4964,15.75,0.00674,-0.1195,0.006000,-2.0000,0.000082,14.74,4.27
e583-il,EPPLER 583 AIRFOIL,1000000,0.5262,6.149,1.4598,18.00,0.00707,-0.1029,0.006580,-1.7500,0.000062,16.48,4.49
e584-il,EPPLER 584 AIRFOIL,1000000,0.4993,5.945,1.4228,18.50,0.00785,-0.0940,0.006920,-1.7500,0.000059,16.61,4.52
e585-il,EPPLER 585 AIRFOIL,1000000,0.5785,6.016,1.5222,15.25,0.00648,-0.1250,0.006050,-1.7500,0.000086,14.61,4.27
e587-il,EPPLER 587 AIRFOIL,1000000,0.6663,5.878,1.5910,17.75,0.00705,-0.1557,0.006470,-3.0000,0.000073,16.65,4.15
e59-il,EPPLER 59 AIRFOIL,1000000,0.7019,5.786,1.6978,12.25,0.00474,-0.1878,0.004280,0.5000,0.000256,5.60,5.20
e591-il,E591,1000000,0.8967,5.937,2.0773,16.50,0.00868,-0.1971,0.008110,-2.2500,0.000061,15.66,6.48
e593-il,EPPLER 593 AIRFOIL,1000000,0.3072,6.558,1.5716,12.25,0.00861,-0.0322,0.006490,1.2500,0.000078,11.30,4.67
e598-il,EPPLER 598 AIRFOIL,1000000,0.3284,6.559,1.5467,12.25,0.00794,-0.0393,0.005970,1.2500,0.000085,11.14,4.53
e603-il,EPPLER 603 AIRFOIL,1000000,0.4409,6.585,1.4527,18.75,0.00834,-0.0896,0.007020,-3.2500,0.000050,18.98,3.30
e604-il,EPPLER 604 AIRFOIL,1000000,0.5252,6.166,1.5021,19.25,0.00742,-0.1189,0.006800,-3.7500,0.000054,18.80,3.33
e61-il,E61  (5.64%),1000000,0.9679,4.823,1.6176,8.75,0.00606,-0.2317,0.005070,1.2500,0.000432,5.67,6.69
e62-il,E62  (5.62%),1000000,0.7233,5.722,1.5594,10.00,0.00519,-0.1841,0.004320,0.5000,0.000462,5.64,5.38
e625-il,EPPLER 625 AIRFOIL,1000000,0.1061,5.961,1.4880,15.75,0.00597,0.0269,0.005970,0.0000,0.000070,13.00,2.90
e63-il,E63  (4.25%),1000000,0.7185,6.655,1.6775,10.00,0.00528,-0.1935,0.004060,1.0000,0.000517,4.27,5.38
e635-il,EPPLER 635 AIRFOIL,1000000,0.0804,7.026,1.4023,12.50,0.00661,0.0407,0.005970,0.2500,0.000079,11.63,2.88
e636-il,EPPLER 636 AIRFOIL,1000000,0.1497,7.023,1.3981,12.25,0.00913,0.0141,0.006250,0.7500,0.000084,11.88,3.18
e637-il,EPPLER 637 AIRFOIL,1000000,0.2244,6.973,1.4697,12.50,0.00899,-0.0054,0.006300,0.7500,0.000073,12.10,3.55
e638-il,EPPLER 638 AIRFOIL,1000000,0.3358,6.865,1.5150,11.75,0.00912,-0.0252,0.006450,0.7500,0.000069,12.35,4.42
e639-il,EPPLER 639 AIRFOIL,1000000,0.4087,6.620,1.5517,12.50,0.00938,-0.0453,0.006950,1.5000,0.000084,12.56,4.80
e64-il,E64  (8.45%),1000000,0.4795,5.749,1.4247,11.75,0.00460,-0.1172,0.004530,1.2500,0.000272,8.44,3.32
e642-il,EPPLER 642 AIRFOIL,1000000,0.3069,6.078,1.2806,16.75,0.00717,-0.0495,0.006260,-1.5000,0.000083,15.07,3.12
e654-il,EPPLER 654 AIRFOIL,1000000,0.6521,6.414,1.6325,18.50,0.00731,-0.1415,0.007070,-1.7500,0.000078,17.21,4.83
e655-il,EPPLER 655 AIRFOIL,1000000,0.5273,6.363,1.5470,19.25,0.00714,-0.1130,0.006890,-1.7500,0.000075,17.32,4.01
e656-il,EPPLER 656 AIRFOIL,1000000,0.5946,6.297,1.5693,18.50,0.00689,-0.1246,0.006850,-0.5000,0.000099,16.21,4.82
e657-il,EPPLER 657 AIRFOIL,1000000,0.6025,5.968,1.5802,18.50,0.00673,-0.1318,0.006560,-0.7500,0.000107,15.57,4.66
e66-il,EPPLER 66 AIRFOIL,1000000,0.5838,5.633,1.5908,13.75,0.00523,-0.1456,0.005200,0.2500,0.000151,10.12,3.98
e662-il,EPPLER E662 AIRFOIL,1000000,0.6119,5.452,1.5299,16.75,0.00708,-0.1453,0.006690,-1.7500,0.000099,15.02,4.08
e664-il,EPPLER 664 AIRFOIL,1000000,0.3882,5.848,1.3402,16.00,0.00817,-0.0821,0.006300,-2.7500,0.000078,16.60,2.76
e668-il,EPPLER 668 AIRFOIL,1000000,0.5734,5.583,1.5762,17.00,0.00624,-0.1349,0.006150,2.2500,0.000208,13.90,3.98
e67-il,EPPLER 67 AIRFOIL,1000000,0.5296,5.640,1.5273,14.25,0.00547,-0.1311,0.005460,0.2500,0.000136,11.63,3.65
e678-il,EPPLER 678 AIRFOIL,1000000,0.7370,5.604,1.5872,15.75,0.00735,-0.1866,0.006880,-1.5000,0.000122,15.08,5.22
e68-il,EPPLER 68 AIRFOIL,1000000,0.4704,5.660,1.4556,15.50,0.00568,-0.1154,0.005680,0.0000,0.000122,13.10,3.34
e682-il,EPPLER 682 AIRFOIL,1000000,0.3474,5.691,1.2682,17.00,0.00767,-0.0663,0.006380,-1.7500,0.000095,15.30,3.03
e694-il,EPPLER 694 AIRFOIL,1000000,0.7795,4.961,1.5406,15.00,0.00637,-0.2018,0.005800,-2.0000,0.000147,15.43,4.96
e71-il,E71  (5.15%),1000000,0.6788,5.720,1.4421,8.75,0.00473,-0.1743,0.003770,0.5000,0.000649,5.16,4.64
e715-il,EPPLER 715 AIRFOIL,1000000,0.2474,6.607,1.3908,16.75,0.00765,-0.0427,0.007430,-3.0000,0.000043,15.04,2.80
e748-il,EPPLER 748 AIRFOIL,1000000,0.6663,6.265,1.8957,14.25,0.00936,-0.1530,0.008490,-4.0000,0.000031,19.71,4.58
e793-il,EPPLER 793 AIRFOIL,1000000,0.5491,6.197,1.7303,14.75,0.00779,-0.1190,0.007510,-2.7500,0.000035,15.63,4.04
e817-il,EPPLER 817 HYDROFOIL AIRFOIL,1000000,0.4463,5.304,1.1599,8.75,0.00577,-0.1357,0.005390,2.0000,0.000757,10.98,2.88
e818-il,EPPLER 818 HYDROFOIL AIRFOIL,1000000,0.4379,4.982,1.0145,7.50,0.00531,-0.1348,0.005060,1.5000,0.001027,9.37,2.79
e836-il,EPPLER E836 HYDROFOIL AIRFOIL,1000000,-0.0059,5.942,0.9604,11.25,0.00540,0.0000,0.005400,0.0000,0.000181,12.64,0.00
e837-il,EPPLER E837 HYDROFOIL AIRFOIL,1000000,-0.0030,6.287,1.0933,14.75,0.00640,0.0000,0.006400,0.0000,0.000108,16.11,0.00
e838-il,EPPLER E838 HYDROFOIL AIRFOIL,1000000,-0.0030,6.219,1.0695,16.75,0.00692,0.0000,0.006920,0.0000,0.000120,18.37,0.00
e850-il,EPPLER E850 AIRFOIL,1000000,0.2746,5.240,0.8876,7.50,0.00481,-0.0910,0.004540,1.2500,0.001159,7.98,1.83
e851-il,EPPLER E851 AIRFOIL,1000000,0.3600,5.092,0.9575,7.75,0.00501,-0.1043,0.004960,1.2500,0.000897,9.02,2.35
e852-il,EPPLER E852 AIRFOIL,1000000,0.4106,5.553,1.0634,7.25,0.00546,-0.1110,0.005440,-1.2500,0.000162,10.07,2.79
e853-il,EPPLER E853 AIRFOIL,1000000,0.4638,5.775,1.3291,12.00,0.00608,-0.1179,0.005930,-2.5000,0.000120,11.60,3.05
e854-il,EPPLER E854 AIRFOIL,1000000,0.4878,5.960,1.4415,14.25,0.00672,-0.1177,0.006360,-3.2500,0.000067,13.41,3.25
e855-il,EPPLER 855 AIRFOIL,1000000,0.5232,6.083,1.4818,15.75,0.00748,-0.1213,0.007050,-3.5000,0.000046,15.72,3.78
e856-il,EPPLER 856 AIRFOIL,1000000,0.5416,5.915,1.6171,12.25,0.00827,-0.1205,0.007750,-3.5000,0.000026,18.15,4.25
e857-il,EPPLER 857 AIRFOIL,1000000,0.5410,5.740,1.7693,15.50,0.00898,-0.1146,0.008290,-4.0000,0.000029,20.31,4.69
e858-il,EPPLER 858 AIRFOIL,1000000,0.5064,5.515,1.7888,18.50,0.00982,-0.1007,0.008890,-4.0000,0.000039,22.69,4.85
e862-il,EPPLER 862 STRUT AIRFOIL,1000000,-0.0010,6.965,1.3983,14.50,0.01144,0.0000,0.011440,0.0000,0.000036,32.37,0.00
